Code,CityName,CountryCode,StateCode,MetroCode,AssociatedAirports,AirportName,IsRail,Region1,Region2,Region3,Region4,Region5,Latitude,Longitude,
CMD,Cootamundra,AU,NSW,,,,N,,,,,,-34.62390137,148.0279999,
CUD,Caloundra,AU,QLD,,,,N,,,,,,-26.79999924,153.1000061,
ARG,Walnut Ridge,US,AR,,ARG,Walnut Ridge Regional Arpt,N,,,,,,36.124667,-90.925111,
ARH,Arkhangelsk,RU,,,ARH,Arkhangelsk Arpt,N,International,EMEA,Asia,Europe,Russia,64.60030365,40.71670151,
ARI,Arica,CL,,,ARI,Chacalluta Arpt,N,,,,,,-18.348499,-70.338699,
ARK,Arusha,TZ,,,ARK,Arusha Arpt,N,International,EMEA,Africa,Africa,EMEA,-3.367789984,36.63330078,
CWR,Cowarie,AU,SA,,,,N,International,Pac-North,Australia,Australia,APAC,-27.71170044,138.3280029,
ARM,Armidale,AU,NSW,,ARM,Armidale Arpt,N,,,,,,-30.52809906,151.6170044,
CXT,Charters Towers,AU,QLD,,,,N,,,,,,-20.04310036,146.272995,
DDN,Delta Downs,AU,QLD,,,,N,,,,,,-16.99169922,141.3170013,
ART,Watertown,US,NY,,ART,Watertown Intl Arpt,N,North America,North America,North America,North America,North America,43.9919014,-76.021698,
ARU,Aracatuba,BR,SP,,ARU,Dario Guarita Arpt,N,,,,,,-21.1413002,-50.42470169,
ARV,Minocqua,US,WI,,ARV,Noble F Lee Memorial Field,N,North America,North America,North America,North America,North America,45.92789841,-89.73090363,
ARW,Arad,RO,,,ARW,Arad Arpt,N,International,EMEA,Atlantic,Europe,EMEA,46.17660141,21.26199913,
ARX,Aracati,BR,,,ARX,Dragao do Mar Airport,N,North America,North America,North America,North America,North America,40.21930556,-74.09083333,
ARY,Ararat,AU,VIC,,ARY,Ararat Arpt,N,International,Pac-North,Australia,Australia,APAC,-37.30939865,142.9889984,
DGD,Dalgaranga,AU,WA,,,,N,International,Pac-North,Australia,Australia,APAC,-27.83027778,117.3163889,
DHD,Durham Downs,AU,QLD,,,,N,,,,,,-27.07500076,141.8999939,
ASB,Ashgabat,TM,,,ASB,Saparmurat Turkmenbashi Intl Arpt,N,International,EMEA,Middle East,Asia,EMEA,37.98680115,58.36100006,
ASD,Andros Town,BS,,,ASD,Andros Town Intl Arpt,N,,,,,,24.69790077,-77.79560089,
ASE,Aspen,US,CO,,ASE,Pitkin County Airport,N,North America,North America,North America,North America,North America,39.22320175,-106.8690033,
ASF,Astrakhan,RU,,,ASF,Astrakhan Arpt,N,International,EMEA,Asia,Europe,Russia,46.28329849,48.00630188,
DNB,Dunbar,AU,QLD,,,,N,,,,,,-16.04999924,142.3999939,
ASH,Nashua,US,NH,,ASH,Boire Field Arpt,N,North America,North America,North America,North America,North America,42.78170013,-71.51480103,
ASI,Ascension Island St Helena,SH,,,ASI,RAF Station Ascension Island,N,International,EMEA,Atlantic,Europe,EMEA,-7.9696,-14.3937,
ASJ,Amami O Shima,JP,,,ASJ,Amami O Shima Arpt,N,International,Pac-North,Asia,Asia,APAC,28.43059921,129.7129974,
ASK,Yamoussouro,CI,,,ASK,Yamoussoukro Arpt,N,,,,,,6.903170109,-5.365580082,
ASL,Marshall,US,TX,,ASL,Harrison County Arpt,N,,,,,,32.52050018,-94.30780029,
ASM,Asmara,ER,,,ASM,Asmara Intl Arpt,N,,,,,,15.29189968,38.91070175,
ASN,Talladega,US,AL,,ASN,Talladega Arpt,N,,,,,,33.56990051,-86.05090332,
ASO,Asosa,ET,,,ASO,Asosa Arpt,N,,,,,,10.01850033,34.5862999,
ASP,Alice Springs,AU,NT,,ASP  XHW,Alice Springs Arpt,N,,,,,,-23.80669975,133.9019928,
DRD,Dorunda,AU,QLD,,,,N,International,Pac-North,Australia,Australia,APAC,-16.5537,141.8238,
ASR,Kayseri,TR,,,ASR,Kayseri Arpt,N,International,EMEA,Middle East,Europe,EMEA,38.770401,35.49539948,
ASS,Arathusa Safari Lodge,ZA,,,ASS,Arathusa Safari Lodge Arpt,N,,,,,,-24.744165,31.522499,
AST,Astoria,US,OR,,AST,Astoria Regional Arpt,N,North America,North America,North America,North America,North America,46.15800095,-123.8789978,
ASU,Asuncion,PY,,,ASU,Salvio Pettirosse Intl,N,,,,,,-25.23999977,-57.52000046,
ASV,Amboseli,KE,,,,Amboseli Arpt,N,,,,,,-2.645050049,37.25310135,
ASW,Aswan,EG,,,ASW,Daraw Arpt,N,International,EMEA,Africa,Africa,EMEA,23.96439934,32.81999969,
DRR,Durrie,AU,QLD,,,,N,International,Pac-North,Australia,Australia,APAC,-25.68499947,140.2279968,
ATA,Anta,PE,,,ATA,German Arias Graziani Arpt,N,,,,,,-9.347439766,-77.5983963,
DYA,Dysart,AU,QLD,,,,N,International,Pac-North,Australia,Australia,APAC,-22.62220001,148.3639984,
ATC,Arthurs Town,BS,,,ATC,Arthurs Town Arpt,N,,,,,,24.6294,-75.673797,
ATD,Atoifi,SB,,,ATD,Uru Harbour Arpt,N,,,,,,-8.87333,161.011002,
ETD,Etadunna,AU,SA,,,,N,International,Pac-North,Australia,Australia,APAC,-28.74080086,138.5890045,
EVH,Evans Head,AU,,,,,N,International,Pac-North,Australia,Australia,APAC,-29.09329987,153.4199982,
ATH,Athens,GR,,,ATH,Eleftherios Venizelos Intl Arpt,N,International,EMEA,Atlantic,Europe,EMEA,37.93640137,23.94449997,
ATI,Artigas,UY,,,ATI,Artigas Arpt,N,,,,,,-30.40069962,-56.50790024,
ATK,Atqasuk,US,AK,,ATK,E Burnell Sr Memorial Arpt,N,North America,North America,North America,North America,North America,70.46730042,-157.4360046,
ATL,Atlanta,US,GA,,ATL  FTY  PDK,Hartsfield Jackson Intl Arpt,N,North America,North America,North America,North America,North America,33.6367,-84.428101,
ATM,Altamira,BR,PA,,ATM,Altamira Arpt,N,,,,,,-3.253910065,-52.25400162,
FIZ,Fitzroy Crossing,AU,WA,,,,N,,,,,,-18.18190002,125.5589981,
ATO,Athens,US,OH,,ATO,Ohio University Arpt,N,North America,North America,North America,North America,North America,39.21099854,-82.23139954,
ATP,Aitape,PG,,,ATP  TAJ,Aitape Airport,N,,,,,,-3.143611111,142.3468056,
ATQ,Amritsar,IN,,,ATQ,Raja Sansi Arpt,N,,,,,,31.70960045,74.79730225,
ATR,Atar,MR,,,ATR,Mouakchott Arpt,N,,,,,,20.5067997,-13.04319954,
FLS,Flinder Island,AU,TAS,,,,N,,,,,,-40.09170151,147.9929962,
FRB,Forbes,AU,NSW,,,,N,International,Pac-North,Australia,Australia,APAC,-33.363602,147.934998,
ATU,Attu Island,US,AK,,ATU,Casco Cove Cgs Arpt,N,North America,North America,North America,North America,North America,52.82839966,173.1799927,
ATW,Appleton,US,WI,,ATW,Appleton International Arpt,N,North America,North America,North America,North America,North America,44.2580986,-88.51909637,
ATY,Watertown,US,SD,,ATY,Watertown Regional Arpt,N,North America,North America,North America,North America,North America,44.91400146,-97.15470123,
ATZ,Assiut,EG,,,ATZ,Assiut Airport,N,International,EMEA,Africa,Africa,EMEA,27.04649925,31.01199913,
AUA,Aruba,AW,,,AUA,Reina Beatrix Arpt,N,,,,,,12.5014,-70.015198,
AUC,Arauca,CO,,,AUC,Santiago Perez Quiroz Arpt,N,,,,,,7.06888,-70.7369,
AUF,Auxerre,FR,,,AUF,Branches airport,N,,,,,,47.85020065,3.49710989,
AUG,Augusta,US,ME,,AUG,Maine State Arpt,N,North America,North America,North America,North America,North America,44.3205986,-69.79730225,
AUH,Abu Dhabi,AE,,,AUH  AZI  DHF  XBW  ZVJ,Dhabi Intl Arpt,N,,,,,,24.43300056,54.65110016,
AUI,Aua Island,PG,,,AUI,Aua Island Arpt,N,International,Pac-South,Asia,Asia,APAC,-1.460555556,143.0647222,
GEE,George Town,AU,TAS,,,,N,International,Pac-North,Australia,Australia,APAC,-41.08000183,146.8399963,
GKL,Great Keppel Is,AU,QLD,,,,N,,,,,,-23.18330002,150.9420013,
AUM,Austin,US,MN,,AUM,Austin Airport,N,,,,,,43.66500092,-92.93340302,
AUN,AUBURN,US,CA,,AUN,Auburn Arpt,N,,,,,,38.95479965,-121.0820007,
AUO,Auburn,US,AL,,AUO,Auburn Opelika,N,North America,North America,North America,North America,North America,32.61510086,-85.43399811,
GLG,Glengyle,AU,QLD,,,,N,International,Pac-North,Australia,Australia,APAC,-24.80830002,139.6000061,
AUQ,Atuona,PF,,,AUQ,Atuona Arpt,N,,,,,,-9.768790245,-139.0110016,
AUR,Aurillac,FR,,,AUR,Tronquieres Arpt,N,International,EMEA,Atlantic,Europe,EMEA,44.89139938,2.421940088,
AUS,Austin,US,TX,,AUS  MMR,Bergstrom Intl Arpt,N,North America,North America,North America,North America,North America,30.29872235,-97.69978523,
GPN,Garden Point,AU,NT,,,this is an airport - fill in name,N,,,,,,-11.40250015,130.4219971,
AUU,Aurukun Mission,AU,QLD,,AUU,Aurukin Arpt,N,International,Pac-North,Australia,Australia,APAC,-13.354067,141.72065,
AUW,Wausau,US,WI,,AUW  CWA,Wausau Downtown Arpt,N,North America,North America,North America,North America,North America,44.92620087,-89.62660217,
AUX,Araguaina,BR,TO,,AUX,Araguaina Arpt,N,International,Latin America,South America,South America,South America,-7.22787,-48.240501,
AUY,Aneityum,VU,,,AUY,Anatom Island,N,,,,,,-20.24920082,169.7709961,
AUZ,Aurora,US,IL,,AUZ,Aurora Municipal Arpt,N,,,,,,41.77190018,-88.47570038,
AVA,Anshun,CN,,,AVA,Huang Guo Sho Arpt,N,,,,,,26.26055556,105.8733333,
AVB,Aviano,IT,,,AVB,Aviano Airbase,N,,,,,,46.031898,12.596503,
AVI,Ciego De Avila,CU,,,AVI,Maximo Gomez Arpt,N,,,,,,22.02709961,-78.78959656,
AVL,Asheville,US,NC,,AVL,Asheville Regional Arpt,N,North America,North America,North America,North America,North America,35.43619919,-82.54180145,
AVN,Avignon,FR,,,AVN  XZN,Avignon Caumont Arpt,N,International,EMEA,Atlantic,Europe,EMEA,43.90729904,4.901830196,
AVP,Scranton,US,PA,,AVP  WBW,Wilkes Barre Scranton Intl Arpt,N,North America,North America,North America,North America,North America,41.33850098,-75.7233963,
AVR,Alverca,PT,,,AVR,Alverca Aprt,N,,,,,,38.883301,-9.0301,
AVS,Avila,ES,,,AVJ  AVS,Avila Rail Station,Y,,,,,,,,
GTT,Georgetown,AU,QLD,,,,N,,,,,,-18.30500031,143.5299988,
GUL,Goulburn,AU,NSW,,,,N,International,Pac-North,Australia,Australia,APAC,-34.81029892,149.7259979,
AWA,Awasa,ET,,,AWA,Awasa Airport,N,,,,,,7.066999912,38.5,
AWB,AWABA,PG,,,AWB,Awaba Airport,N,,,,,,-8.006110191,142.7483521,
HLT,Hamilton,AU,VIC,,,,N,,,,,,-37.64889908,142.0650024,
HNK,Hinchinbrooke Is,AU,QLD,,,,N,,,,,,,,
AWM,West Memphis,US,AR,,AWM,West Memphis Municipal Arpt,N,,,,,,35.13510132,-90.23439789,
HSM,Horsham,AU,VIC,,,,N,International,Pac-North,Australia,Australia,APAC,-36.66970062,142.1730042,
HXX,Hay AU,AU,NSW,,,,N,,,,,,-34.53139877,144.8300018,
AWZ,Ahwaz,IR,,,AWZ,Ahwaz Airport,N,,,,,,31.33740044,48.76200104,
AXA,Anguilla,AI,,,AXA,Clayton J Lloyd International,N,,,,,,18.2048,-63.055099,
AXD,Alexandroupolis,GR,,,AXD,Dhmokritos Arpt,N,International,EMEA,Atlantic,Europe,EMEA,40.85589981,25.95630074,
IKP,Inkerman,AU,QLD,,,,N,,,,,,-16.27499962,141.4420013,
AXJ,Amakusa,JP,,,AXJ,Amakusa Arpt,N,,,,,,32.482498,130.158997,
INM,Innamincka,AU,SA,,,,N,,,,,,-27.70000076,140.7330017,
KAX,Kalbarri,AU,WA,,,,N,International,Pac-North,Australia,Australia,APAC,-27.692813,114.259169,
AXM,Armenia,CO,,,AXM,El Eden International,N,,,,,,4.45278,-75.7664,
AXN,Alexandria,US,MN,,AXN,Alexandria Airport,N,North America,North America,North America,North America,North America,45.86629868,-95.3946991,
KBY,Streaky Bay,AU,SA,,,,N,International,Pac-North,Australia,Australia,APAC,-32.83580017,134.2929993,
KGY,Kingaroy,AU,QLD,,,,N,,,,,,-26.5807991,151.8410034,
AXT,Akita,JP,,,AXT,Akita Airport,N,International,Pac-North,Asia,Asia,APAC,39.61560059,140.2189941,
AXU,Axum,ET,,,AXU,Axum Airport,N,,,,,,14.14680004,38.77280045,
AXV,Wapakoneta,US,OH,,AXV,Neil Armstrong Arpt,N,,,,,,40.49340057,-84.29889679,
AXX,Angel Fire,US,NM,,AXX,Angel Fire Arpt,N,,,,,,36.42200089,-105.2900009,
AYN,Anyang,CN,,,AYN,Anyang Airport,N,,,,,,36.1339,114.344002,
AYP,Ayacucho,PE,,,AYP,Alfredo M Duarte Arpt,N,,,,,,-13.15480042,-74.20439911,
AYQ,Ayers Rock,AU,NT,,AYQ,Connellan Arpt,N,,,,,,-25.1861,130.975998,
AYR,Ayr Au,AU,QLD,,AYR,Ayr Arpt,N,International,Pac-North,Australia,Australia,APAC,-19.58440018,147.3289948,
AYS,Waycross,US,GA,,AYS,Ware County Arpt,N,North America,North America,North America,North America,North America,31.24909973,-82.39550018,
AYT,Antalya,TR,,,AYT,Antalya Airport,N,,,,,,36.898701,30.800501,
AZA,Phoenix City,US,AZ,,,Phoenix Mesa Gateway Airport,N,,,,,,33.30780029,-111.6549988,
KOH,Koolatah,AU,QLD,,,,N,,,,,,-15.88860035,142.4389954,
AZD,Yazd,IR,,,AZD,Yazd Arpt,N,,,,,,31.9048996,54.2765007,
AZG,Apatzingan,MX,,,AZG,Apatzingan Arpt,N,International,Latin America,Mexico,North America,Mexico,19.093399,-102.393997,
AZN,Andizhan,UZ,,,AZN,Andizhan Airport,N,International,Pac-North,Asia,Asia,APAC,40.72769928,72.29399872,
AZO,Kalamazoo,US,MI,,AZO,Kalamazoo Battle Creak Intl Arpt,N,North America,North America,North America,North America,North America,42.23490143,-85.55210114,
KRA,Kerang,AU,VIC,,,,N,,,,,,-35.75139999,143.9389954,
AZS,Samana,DO,,,AZS,El Catey International,N,International,Latin America,Caribbean,North America,Latin America,19.2670002,-69.74199677,
KUG,Kubin Island,AU,QLD,,,,N,International,Pac-North,Australia,Australia,APAC,-10.22500038,142.2180023,
BAG,Baguio,PH,,,BAG,Loakan Arpt,N,,,,,,16.37509918,120.6200027,
BAH,Bahrain,BH,,,BAH,Bahrain Intl Arpt,N,International,EMEA,Middle East,Asia,EMEA,26.27079964,50.63359833,
BAI,Buenos Aires,CR,,,BAI,Buenos Aires Arpt,N,,,,,,9.163949,-83.330171,
KWM,Kowanyama,AU,QLD,,,,N,,,,,,-15.48560047,141.7510071,
BAK,Baku,AZ,,,GYD  ZXT,Baku Airport,N,,,,,,,,
BAL,Batman,TR,,,BAL,Batman Arpt,N,International,EMEA,Middle East,Europe,EMEA,37.92900085,41.11660004,
LEL,Lake Evella,AU,NT,,,,N,International,Pac-North,Australia,Australia,APAC,-12.49890041,135.8059998,
LGH,Leigh Creek,AU,SA,,,,N,,,,,,-30.59830093,138.4259949,
BAQ,Barranquilla,CO,,,BAQ,Ernesto Cortissoz Intl,N,,,,,,10.8896,-74.7808,
BAS,Balalae,SB,,,BAS,Balalae Arpt,N,,,,,,-6.990745,155.886656,
BAT,Barretos,BR,SP,,BAT,Chafei Amsei Arpt,N,International,Latin America,South America,South America,South America,-20.58449936,-48.59410095,
BAV,Baotou,CN,,,BAV,Baotou Arpt,N,,,,,,40.56000137,109.9970016,
BAX,Barnaul,RU,,,BAX,Barnaul Arpt,N,International,EMEA,Asia,Europe,Russia,53.36380005,83.53849792,
BAY,Baia Mare,RO,,,BAO  BAY,Baia Mare Arpt,N,International,EMEA,Atlantic,Europe,EMEA,47.65840149,23.46999931,
BAZ,Barbelos,BR,AM,,BAZ,Barbelos  Airport,N,International,Latin America,South America,South America,South America,-0.981292,-62.919601,
BBA,Balmaceda,CL,,,BBA,Balmaceda Arpt,N,,,,,,-45.91609955,-71.6894989,
MBB,Marble Bar,AU,WA,,,,N,,,,,,-21.16329956,119.8330002,
MIN,Minnipa,AU,SA,,,,N,,,,,,-32.84329987,135.1450043,
MNE,Mungeranie,AU,SA,,,,N,International,Pac-North,Australia,Australia,APAC,-28.00919914,138.6569977,
BBH,Barth,DE,,,BBH,Barth Arpt,N,,,,,,54.338253,12.710515,
BBI,Bhubaneswar,IN,,,BBI,Biju Patnaik Arpt,N,,,,,,20.24440002,85.81780243,
BBJ,Bitburg,DE,,,BBJ,Bitburg Air Base,N,,,,,,49.945278,6.565,
BBK,Kasane,BW,,,BBK,Kasane Arpt,N,,,,,,-17.83289909,25.16239929,
BBM,Battambang,KH,,,BBM,Battambang Airport,N,,,,,,13.09560013,103.223999,
BBN,Bario,MY,,,BBN,Bario Arpt,N,,,,,,3.733890057,115.4789963,
BBO,Berbera,SO,,,BBO,Berbera Arpt,N,,,,,,10.38920021,44.94110107,
MOO,Moomba,AU,SA,,,,N,,,,,,-28.09939957,140.1970062,
MRG,Mareeba,AU,,,,,N,International,Pac-North,Australia,Australia,APAC,-17.06920052,145.4190063,
BBR,Basse Terre,GP,,,BBR,Baillif Arpt,N,,,,,,16.01329994,-61.74219894,
BBW,Broken Bow,US,NE,,BBW,Broken Bow Municipal,N,,,,,,41.43650055,-99.64219666,
MUP,Mulga Park,AU,NT,,,,N,International,Pac-North,Australia,Australia,APAC,-25.86000061,131.6499939,
MVK,Mulka,AU,SA,,,,N,International,Pac-North,Australia,Australia,APAC,-28.3477993,138.6499939,
BCA,Baracoa,CU,,,BCA,Gustavo Rizo,N,,,,,,20.36529922,-74.5062027,
BCB,Blacksburg,US,VA,,BCB,Virginia Tech Arpt,N,,,,,,37.20759964,-80.40779877,
BCC,Bear Creek,US,AK,,BCC,Bear Creek 3 Arpt,N,,,,,,63.57331604,-156.1494541,
BCD,Bacolod,PH,,,BCD,Bacolod Arpt,N,,,,,,10.7764,123.014999,
BCE,Bryce,US,UT,,BCE,Bryce Arpt,N,,,,,,37.70640183,-112.1449966,
BCH,Baucau,TL,,,BCH,English Madeira Arpt,N,,,,,,-8.489029884,126.401001,
BCI,Barcaldine,AU,QLD,,BCI,Barcaldine Arpt,N,,,,,,-23.56529999,145.3070068,
MWT,Moolawatana,AU,SA,,,,N,International,Pac-North,Australia,Australia,APAC,-29.9069,139.765,
BCM,Bacau,RO,,,BCM,Bacau Arpt,N,International,EMEA,Atlantic,Europe,EMEA,46.52190018,26.9102993,
BCN,Barcelona,ES,,,BCN  XJB  YJB  YJD,Barcelona Arpt,N,International,EMEA,Atlantic,Europe,EMEA,41.2971,2.07846,
BCR,Boca Do Acre,BR,AM,,BCR,Novo Campo Arpt,N,International,Latin America,South America,South America,South America,-8.83456,-67.312401,
BCT,Boca Raton,US,FL,MIA,BCT,Boca Raton Public Arpt,N,North America,North America,North America,North America,North America,26.37849998,-80.10769653,
BCV,Belmopan,BZ,,,BCV,Hector Silva Airport,N,,,,,,17.269603,-88.776496,
BDA,Bermuda,BM,,,BDA,LF Wade International,N,,,,,,32.36399841,-64.67870331,
BDB,Bundaberg,AU,QLD,,BDB,Bundaberg Arpt,N,,,,,,-24.90390015,152.3190002,
BDD,Badu Island,AU,QLD,,BDD,Badu Island Arpt,N,International,Pac-North,Australia,Australia,APAC,-10.14999962,142.1734,
MWY,Miranda Downs,AU,QLD,,,,N,,,,,,-17.328899,141.886002,
MYI,Murray Island,AU,QLD,,,,N,International,Pac-North,Australia,Australia,APAC,-9.916669846,144.0549927,
BDJ,Banjarmasin,ID,,,BDJ,Sjamsudin Noor Arpt,N,,,,,,-3.442359924,114.7630005,
NBR,Nambour,AU,QLD,,,,N,International,Pac-North,Australia,Australia,APAC,-26.63333333,152.95,
BDO,Bandung,ID,,,BDO,Husein Sastranegara Arpt,N,,,,,,-6.900629997,107.5759964,
BDQ,Vadodara,IN,,,BDQ,Vadodara Arpt,N,,,,,,22.336201,73.226303,
BDR,Bridgeport,US,CT,,BDR,Sikorsky Memorial Arpt,N,North America,North America,North America,North America,North America,41.16350174,-73.12619781,
BDS,Brindisi,IT,,,BDS,Papola Casale Arpt,N,International,EMEA,Atlantic,Europe,EMEA,40.6576,17.947001,
NLF,Darnley Island,AU,QLD,,,,N,International,Pac-North,Australia,Australia,APAC,-9.583330154,143.7669983,
BDU,Bardufoss,NO,,,BDU,Bardufoss Arpt,N,International,EMEA,Atlantic,Europe,EMEA,69.05580139,18.54039955,
NLL,Nullagine,AU,WA,,,,N,,,,,,-21.91329956,120.197998,
BEB,Benbecula,GB,,,BEB,Benbecula Arpt,N,,,,,,57.48109818,-7.362780094,
BED,Bedford,US,MA,,BED,Laurence G Hanscom Field,N,North America,North America,North America,North America,North America,42.47000122,-71.28900146,
BEG,Belgrade,RS,,,BEG  BJY,Nikola Tesla Airport,N,,,,,,44.81840134,20.3090992,
BEH,Benton Harbor,US,MI,,BEH,Ross Field,N,North America,North America,North America,North America,North America,42.12860107,-86.42849731,
NSV,Noosaville,AU,QLD,,,,N,International,Pac-North,Australia,Australia,APAC,-26.42329979,153.0630035,
BEJ,Tanjung Redeb,ID,,,BEJ,Kalimarau Arpt,N,,,,,,2.1555,117.431999,
BEK,Rae Bareli,IN,,,BEK,Sri Sathya Sai Airport,N,International,Pac-North,Asia,Asia,APAC,28.42210007,79.45079803,
BEL,Belem,BR,PA,,BEL,Val De Cans Intl Arpt,N,,,,,,-1.37925005,-48.47629929,
BEM,Beni Mellal,MA,,,BEM,Beni Mellal National Arpt,N,,,,,,32.401895,-6.315905,
BEN,Benghazi,LY,,,BEN,Benina Intl Arpt,N,,,,,,32.09680176,20.26950073,
BEP,Bellary,IN,,,BEP,Bellary Airport,N,International,Pac-North,Asia,Asia,APAC,15.16279984,76.88279724,
BEQ,Bury St Edmunds,GB,,,BEQ,Honington Arpt,N,,,,,,52.34260178,0.772939026,
BER,Berlin,DE,,,BER  QPP  QWB  QWC  SXF  THF  TXL,Berlin Brandenburg Airport,N,International,EMEA,Atlantic,Europe,EMEA,52.35138889,13.49388889,
BES,Brest,FR,,,BES,Guipavas Arpt,N,International,EMEA,Atlantic,Europe,EMEA,48.44789886,-4.418540001,
BET,Bethel,US,AK,,BET  JBT,Bethel Arpt,N,North America,North America,North America,North America,North America,60.77980042,-161.8379974,
BEU,Bedourie,AU,QLD,,BEU,Bedourie Arpt,N,International,Pac-North,Australia,Australia,APAC,-24.34609985,139.4600067,
ODL,Cordillo Downs,AU,SA,,,,N,International,Pac-North,Australia,Australia,APAC,-26.74530029,140.6380005,
BEW,Beira,MZ,,,BEW,Beira Arpt,N,,,,,,-19.79640007,34.9076004,
BEY,Beirut,LB,,,BEY,Beirut Intl Arpt,N,,,,,,33.82089996,35.48839951,
BEZ,Beru,KI,,,BEZ,Beru Arpt,N,,,,,,-1.354719996,176.0070038,
BFB,Blue Fox Bay,US,AK,,BFB,Blue Fox Bay Arpt,N,,,,,,,,
BFC,Bloomfield River,AU,,,BFC,Bloomfield River Arpt,N,International,Pac-North,Australia,Australia,APAC,-15.87360001,145.3300018,
BFD,Bradford,US,PA,,BFD,Bradford Regional Arpt,N,North America,North America,North America,North America,North America,41.80310059,-78.64009857,
BFE,Bielefeld,DE,,,BFE,Bielefeld Arpt,N,,,,,,51.964722,8.544444,
BFF,Scottsbluff,US,NE,,BFF,Scottsbluff Municipal,N,North America,North America,North America,North America,North America,41.87400055,-103.5960007,
BFG,Bullfrog Basin,US,UT,,BFG,Bullfrog Basin Arpt,N,North America,North America,North America,North America,North America,37.54579926,-110.7129974,
BFJ,Bijie,CN,,,BFJ,Bijie Airport,N,,,,,,27.267066,105.472097,
BFL,Bakersfield,US,CA,,BFL,Meadows Field,N,North America,North America,North America,North America,North America,35.43360138,-119.0569992,
BFN,Bloemfontein,ZA,,,BFN,Bloemfontein International,N,,,,,,-29.09269905,26.30240059,
BFO,Chiredzi,ZW,,,BFO,Buffalo Range Arpt,N,,,,,,-21.008101,31.5786,
BFP,Beaver Falls,US,PA,,BFP,Beaver County Arpt,N,,,,,,40.77249908,-80.3914032,
BFQ,Bahia Pina,PA,,,BFQ,Bahia Pina Airport,N,North America,North America,North America,North America,North America,7.583000183,-78.19999695,
BFR,Bedford,US,IN,,BFR,Virgil I Grissom Municipal,N,North America,North America,North America,North America,North America,38.84000015,-86.44539642,
BFS,Belfast,GB,,,BFS  BHD,Belfast Intl Arpt,N,International,EMEA,Atlantic,Europe,EMEA,54.65750122,-6.215829849,
BFT,Beaufort,US,SC,,BFT,Beaufort County Arpt,N,North America,North America,North America,North America,North America,32.41220093,-80.63439941,
BFV,Buri Ram,TH,,,BFV,Buriram Airport,N,International,Pac-North,Asia,Asia,APAC,15.22949982,103.2529984,
OKR,Yorke Island,AU,QLD,,,,N,International,Pac-North,Australia,Australia,APAC,-9.752801,143.405673,
BGA,Bucaramanga,CO,,,BGA,Palonegro International,N,,,,,,7.1265,-73.1848,
PDE,Pandie Pandie,AU,QLD,,,,N,International,Pac-North,Australia,Australia,APAC,-26.11669922,139.3999939,
PEA,Penneshaw,AU,SA,,,,N,,,,,,-35.75584629,137.9628754,
BGF,Bangui,CF,,,BGF,Bangui Airport,N,,,,,,4.398479939,18.51880074,
BGG,Bingol,TR,,,BGG,Bingol Arpt,N,,,,,,38.85926056,40.59596252,
BGI,Bridgetown,BB,,,BGI,Grantley Adams Intl Arpt,N,,,,,,13.07460022,-59.49250031,
QBW,Batesman Bay,AU,NSW,,,,N,,,,,,,,
QDN,Eden,AU,NSW,,,,N,,,,,,,,
BGM,Binghamton,US,NY,,BGM,Greater Binghamton Arpt,N,North America,North America,North America,North America,North America,42.20869827,-75.97979736,
